id,scanid,discoverynodeip,createdtime,mac,ip,discoverytype
f5f476d9-62a2-45d1-b210-548331d3bc19,1102,3232251646,2023-01-23 14:29:51,4C BD 8F 6A FD B4,3232240653,SNMP
1839983e-7f95-4995-bd45-344accd3edd4,1102,3232251646,2023-01-23 14:29:51,4C BD 8F 6A FD 8A,3232240655,SNMP
d581d56b-cb9b-4e38-91c6-59d46b2fa1da,1102,3232251646,2023-01-23 14:29:51,4C BD 8F 6A FD 7F,3232240656,SNMP
7920aefd-7b43-49c3-94e3-13911397705f,1102,3232251646,2023-01-23 14:29:51,4C BD 8F 6A FD 23,3232240657,SNMP
973423ed-1343-43f3-a367-d87694a9f6b4,1102,3232251646,2023-01-23 14:29:51,4C BD 8F 6A FD 8E,3232240658,SNMP
ecab39b0-2208-4775-b7e7-29d6134d1c73,1102,3232251646,2023-01-23 14:29:51,24 0F 9B 07 F0 34,3232240660,SNMP
92ce2a7e-e4c8-4b0f-b71c-ae17ec106742,1102,3232251646,2023-01-23 14:29:51,00 0C 29 C7 18 7D,3232240720,SNMP
c86a5484-9781-42e9-ac81-815ac05ef2ca,1102,3232251646,2023-01-23 14:29:51,00 50 56 6C DA 07,3232240741,SNMP
27be7922-987e-4186-914f-fce9a2139ae9,1102,3232251646,2023-01-23 14:29:51,00 1A E2 88 4D 48,3232240894,SNMP
6dbf5eef-cabf-4ca1-8001-28899cd5de71,1102,3232251646,2023-01-23 14:29:51,AC 22 0B 74 EA 77,3232243728,SNMP
45be22a7-475c-45e2-ac96-552fbccdbcfe,1102,3232251646,2023-01-23 14:29:51,BC 5F F4 A3 3E 22,3232243729,SNMP
9cc551ca-c170-4003-82e7-4f33cf2f49d5,1102,3232251646,2023-01-23 14:29:51,C0 3F D5 AC 4B F0,3232243732,SNMP
3c7378fe-9c2a-4a50-9f6f-afeb66dbc34e,1102,3232251646,2023-01-23 14:29:51,EC 47 3C 61 3B 38,3232243965,SNMP
b3b17f50-e9c3-4dbe-95a2-5e1bf90687ff,1102,3232251646,2023-01-23 14:29:51,00 1A E2 88 4D 49,3232243966,SNMP
d71d9edc-3d4c-4a74-97e0-46a0e6226f87,1102,3232251646,2023-01-23 14:29:51,A0 B3 CC 9C 2D 02,3232246029,SNMP
df6fa1dc-5428-4b67-b688-eda1136d5f4f,1102,3232251646,2023-01-23 14:29:51,EC 8E B5 21 4E 20,3232246033,SNMP
1823c306-51bd-4f24-8036-8a611eb4c2b9,1102,3232251646,2023-01-23 14:29:51,00 15 65 E5 6A A2,3232246035,SNMP
985d5efe-1a82-4e15-a765-02ea68440e32,1102,3232251646,2023-01-23 14:29:51,A0 F3 C1 3F DE EA,3232246036,SNMP
756b4cd7-186f-4b54-a8c9-d49707970c97,1102,3232251646,2023-01-23 14:29:51,50 E5 49 6D 25 44,3232246039,SNMP
34177a73-ecc9-4d3a-bd14-09a4a2576d75,1102,3232251646,2023-01-23 14:29:51,BC 5F F4 A6 1B 43,3232246040,SNMP
fbcd1222-fb7c-42f9-9f4d-1954bb742c7c,1102,3232251646,2023-01-23 14:29:51,1C 6F 65 64 1B 3A,3232246041,SNMP
1a41d48f-e5b0-4dd3-8824-3833121dbc66,1102,3232251646,2023-01-23 14:29:51,44 87 FC 85 04 60,3232246042,SNMP
4738c1ed-5b70-4c00-b8aa-848490f79dc0,1102,3232251646,2023-01-23 14:29:51,D0 50 99 92 37 01,3232246044,SNMP
72505171-4eca-4fd5-91b9-8a6fc6c9a7a8,1102,3232251646,2023-01-23 14:29:51,44 87 FC 57 B1 33,3232246047,SNMP
632690e4-364e-4381-8ebd-f6012b27ca50,1102,3232251646,2023-01-23 14:29:51,00 1A E2 88 4D 4A,3232246270,SNMP
6fdfc298-8f65-493e-adb2-7555b443de5e,1102,3232251646,2023-01-23 14:29:51,50 46 5D 70 E2 F4,3232248845,SNMP
94ffaa66-59f5-4032-9d4d-19e701dd8b94,1102,3232251646,2023-01-23 14:29:51,FC 34 97 E2 61 96,3232248855,SNMP
e1919475-c202-4bf4-bcfb-43613b14a50a,1102,3232251646,2023-01-23 14:29:51,58 11 22 A3 6F AC,3232248864,SNMP
301c652d-e806-4667-bd18-8037b26ae0db,1102,3232251646,2023-01-23 14:29:51,00 E0 4C 04 94 49,3232248874,SNMP
b60eeae4-ef97-4061-9795-0947a4a7f854,1102,3232251646,2023-01-23 14:29:51,14 DA E9 D1 F5 8C,3232248877,SNMP
8654a5a8-0ad7-4d08-a932-97467297b036,1102,3232251646,2023-01-23 14:29:51,00 E0 4C 68 1C 8A,3232248878,SNMP
62bc884f-5f8f-4a10-8d5c-1067c04c697a,1102,3232251646,2023-01-23 14:29:51,FC 34 97 E4 F7 94,3232248879,SNMP
5823fdb6-5f51-46d1-a5f1-8d63dabf231d,1102,3232251646,2023-01-23 14:29:51,D0 50 99 92 37 03,3232248880,SNMP
7bd1d23c-4154-4496-b7f4-3e35e149744a,1102,3232251646,2023-01-23 14:29:51,00 1A E2 88 4D 4C,3232249086,SNMP
aff4ed78-c948-43c3-9fa0-c15e82d1c5f6,1102,3232251646,2023-01-23 14:29:51,00 15 65 21 A2 E9,3232251408,SNMP
db028fc3-e96b-4635-bcf1-2ce557809184,1102,3232251646,2023-01-23 14:29:51,D0 50 99 92 36 F9,3232251413,SNMP
11bd127d-98bf-4bdf-ba12-7cff3c07a96b,1102,3232251646,2023-01-23 14:29:51,34 97 F6 8F 46 70,3232251414,SNMP
c8724d71-096f-423a-934a-bf900ea66578,1102,3232251646,2023-01-23 14:29:51,08 62 66 7C F3 72,3232251416,SNMP
9669fde6-8ef3-4db4-8981-f1ba1335260a,1102,3232251646,2023-01-23 14:29:51,4C ED FB 5F 57 B8,3232251417,SNMP
9bb25a32-076a-4e11-a0fd-f83e3850a741,1102,3232251646,2023-01-23 14:29:51,D4 3D 7E 00 8E 26,3232251418,SNMP
e9b7efd6-e3f3-4146-875a-c1a0afad393b,1102,3232251646,2023-01-23 14:29:51,FC AA 14 C9 41 93,3232251419,SNMP
8ce107a4-c247-4f13-9ddd-02282b059584,1102,3232251646,2023-01-23 14:29:51,80 3F 5D 09 EB CE,3232251422,SNMP
8113d068-520f-4595-99e2-14150c4ee2f7,1102,3232251646,2023-01-23 14:29:51,10 C3 7B 92 93 6D,3232251423,SNMP
8e97fd99-cae7-4262-b162-92aede313081,1102,3232251646,2023-01-23 14:29:51,C0 3F D5 AC 4B FA,3232251424,SNMP
a72fdd0b-b7a5-4be0-852a-6d40b2ac5215,1102,3232251646,2023-01-23 14:29:51,50 E5 49 B6 96 77,3232251430,SNMP
66edb0f5-5de5-40c9-b08b-5198957102ff,1102,3232251646,2023-01-23 14:29:51,70 4D 7B 64,3232251431,SNMP
23447b0a-7884-4351-b724-3b5f53e3251b,1102,3232251646,2023-01-23 14:29:51,6C 62 6D F9 4E 17,3232251438,SNMP
176a60cb-fea6-4806-b3eb-750676e2ce15,1102,3232251646,2023-01-23 14:29:51,BC 5F F4 96 8D 72,3232251440,SNMP
05f29353-4930-45db-a61f-fd6e8cbe99df,1102,3232251646,2023-01-23 14:29:51,40 8D 5C 61 64 01,3232251442,SNMP
4eca3ea4-f866-4d3c-82c8-b8152bbdad73,1102,3232251646,2023-01-23 14:29:51,D4 3D 7E 00 94 92,3232251444,SNMP
615b7f6a-7532-4493-8834-510728e281de,1102,3232251646,2023-01-23 14:29:51,BC EE 7B 9C C1 1D,3232251445,SNMP
c37865ea-8daa-4ba6-8787-382eb755395c,1102,3232251646,2023-01-23 14:29:51,D0 50 99 7D 3A FD,3232251457,SNMP
d89cfc9c-c2f5-4822-9a47-3aea130b7720,1102,3232251646,2023-01-23 14:29:51,BC 5F F4 BB EB F0,3232251471,SNMP
5704ae0c-26fa-478f-82a5-8fc793214163,1102,3232251646,2023-01-23 14:29:51,00 0C 29 54 7D 14,3232251502,SNMP
3a517d2d-c3f9-4432-baa3-5c4b7eed9cb2,1102,3232251646,2023-01-23 14:29:51,BC 5F F4 A3 3D CB,3232251503,SNMP
4af1ecee-3bf2-489d-889d-a4e2493fa0c1,1102,3232251646,2023-01-23 14:29:51,D0 50 99 7D 42 EC,3232251513,SNMP
96832644-697b-4df3-8a46-e002cc7b0253,1102,3232251646,2023-01-23 14:29:51,00 15 65 3D DA F6,3232251526,SNMP
dd09bd3d-1272-4062-99d3-e0ef3f4a7fc9,1102,3232251646,2023-01-23 14:29:51,00 50 56 94 F2 50,3232251632,SNMP
1ad10d11-a41c-4743-9a1a-f00d084419a9,1102,3232251646,2023-01-23 14:29:51,00 1F 27 B7 C6 C2,3232251642,SNMP
777a111d-b6e5-4ed9-8e05-92171e4818e2,1102,3232251646,2023-01-23 14:29:51,0C 85 25 76 DE 42,3232251643,SNMP
ef7983c9-df69-43a7-81d6-98633964d748,1102,3232251646,2023-01-23 14:29:51,00 0F 90 E3 36 C1,3232251644,SNMP
5355bb1b-e3ae-4dbd-9696-dde0cd59ea48,1102,3232251646,2023-01-23 14:29:51,00 14 69 63 A0 C2,3232251645,SNMP
df0ac80d-d3cf-4f72-a5fc-9c7f174a3bf5,1102,3232251646,2023-01-23 14:29:51,00 1A E2 88 4D 4E,3232251646,SNMP
985fde3a-5176-466d-ab8c-0e4ee1a4f316,1102,3232251646,2023-01-23 14:29:51,44 1E A1 49 AB B8,3232251668,SNMP
af6f28e0-b17e-453b-959e-1c19931612fd,1102,3232251646,2023-01-23 14:29:51,00 0C 29 A8 4E 30,3232251680,SNMP
1988d225-113f-4b09-97e1-ed417e45bd11,1102,3232251646,2023-01-23 14:29:51,00 0C 29 16 FD CE,3232251685,SNMP
938df726-f5a2-40eb-be0d-24119b9202ea,1102,3232251646,2023-01-23 14:29:51,00 0C 29 A0 B3 18,3232251688,SNMP
36e0310e-f5c8-43f1-ba76-cbe2442e778e,1102,3232251646,2023-01-23 14:29:51,00 50 56 97 02 18,3232251693,SNMP
f6648af8-22e3-4683-b25f-7adf7699f363,1102,3232251646,2023-01-23 14:29:51,00 1A E2 88 4D 4F,3232251902,SNMP
7535885a-344f-4ef8-ba49-c6bb0486bea1,1102,3232251646,2023-01-23 14:29:51,00 1A E2 88 4D 50,3232252158,SNMP
9c4c165d-1176-44b7-9e29-8e489d62b30a,1102,3232251646,2023-01-23 14:29:51,00 1A E2 88 4D 52,3232298494,SNMP
5f52a1b8-34a4-4926-a527-d3d7f81106ba,1102,3232251645,2023-01-23 14:29:51,00 14 69 63 A0 C0,2886729729,SNMP
6b8c83d5-e4c5-48b8-999a-6f70bbf21805,1102,3232251645,2023-01-23 14:29:51,00 1A E2 88 4D 4E,2886729986,SNMP
018879a9-5799-47f6-b24f-c72fc6c8f7a9,1102,3232251645,2023-01-23 14:29:51,08 62 66 7C F3 72,3232251416,SNMP
3d11fbcc-58a0-4135-82c0-e6e3f20b1913,1102,3232251645,2023-01-23 14:29:51,00 14 69 63 A0 C2,3232251645,SNMP
2a48e01f-06e0-4d66-b964-18243e943046,1102,3232251645,2023-01-23 14:29:51,00 1A E2 88 4D 4E,3232251664,SNMP
a029a7c3-5606-4a70-b5f1-a378c9798301,1102,3232251645,2023-01-23 14:29:51,00 1A E2 88 4D 4E,3232251667,SNMP
88cc63dc-2d90-46f3-a7b8-ec6c66bf265a,1102,3232251645,2023-01-23 14:29:51,00 1A E2 88 4D 4E,3232279553,SNMP
ca93e448-2a74-4f3e-a44b-049bd58875e2,1102,3232251645,2023-01-23 14:29:51,00 1A E2 88 4D 4E,3232279633,SNMP
6d022734-f6af-43bf-b81b-dd19b9fec0de,1102,3232251645,2023-01-23 14:29:51,00 1A E2 88 4D 4E,3232279634,SNMP
811c8a0c-1110-4f67-8d2f-5eb7256d0f11,1102,3232251645,2023-01-23 14:29:51,00 1A E2 88 4D 4E,3232280482,SNMP
e46a80fd-4d11-4938-9efe-82f2d25a4217,1102,3232251645,2023-01-23 14:29:51,00 1A E2 88 4D 4E,3232280520,SNMP
38ab8d82-6730-4454-ad6f-86ec9ed374bb,1102,3232251645,2023-01-23 14:29:51,00 1A E2 88 4D 4E,3232280577,SNMP
79695bf7-2990-4809-8935-b00abf7d106d,1102,3232251645,2023-01-23 14:29:51,00 1A E2 88 4D 4E,3232280859,SNMP
82178ccf-d7a6-4f6e-a97e-c005b9491ab1,1102,3232251645,2023-01-23 14:29:51,00 1A E2 88 4D 4E,3232300427,SNMP
1ab3de8b-c548-4236-acff-6bcee94b1052,1102,3232251645,2023-01-23 14:29:51,00 1A E2 88 4D 4E,3232300553,SNMP
9ba1d6c7-cf83-444a-b530-774ad928b8c2,1102,3232251645,2023-01-23 14:29:51,00 1A E2 88 4D 4E,3232300561,SNMP
2d4d38a6-b632-4d59-90dc-d2662f741873,1102,3232282122,2023-01-23 14:31:21,N/A,3232282113,API
6943c19e-40ab-470b-b4fd-7654d3026a5c,1102,3232282122,2023-01-23 14:31:21,N/A,3232282114,API
f29b8049-1973-4134-a223-78794b980974,1102,3232282122,2023-01-23 14:31:21,N/A,3232282115,API
01936d2e-50b8-48ce-b578-79396772fb94,1102,3232282122,2023-01-23 14:31:21,N/A,3232282117,API
c5c40e90-680a-4036-ba3a-d5ffdf25ee15,1102,3232282122,2023-01-23 14:31:21,N/A,3232282118,API
7204e2ae-71d6-4013-8ff6-391dcc994439,1102,3232282122,2023-01-23 14:31:21,N/A,3232282119,API
0c175414-6906-4462-a0e8-d0faaa321c6d,1102,3232282122,2023-01-23 14:31:21,N/A,3232282120,API
f4934853-88cf-4c7b-98e4-1b39450f586d,1102,3232282122,2023-01-23 14:31:21,N/A,3232240741,API
